sequenceID	source.name	genotype	length
MH124580	ncbi-curated	ECSA	11762
MH124581	ncbi-curated	ECSA	11757
MH124582	ncbi-curated	ECSA	11756
MH124583	ncbi-curated	ECSA	11746
MH229986	ncbi-curated	ECSA	11929
MH329293	ncbi-curated	Asian	11886
MH329294	ncbi-curated	Asian	11709
MH329295	ncbi-curated	Asian	11959
MH329296	ncbi-curated	Asian	11694
MH329303	ncbi-curated	Asian	11694
MH349097	ncbi-curated	ECSA	11783
MH400249	ncbi-curated	ECSA	11787
MH423797	ncbi-curated	ECSA	11562
MH423798	ncbi-curated	ECSA	11513
MH423799	ncbi-curated	ECSA	11535
MH423800	ncbi-curated	ECSA	11472
MH423801	ncbi-curated	ECSA	11528
MH423802	ncbi-curated	ECSA	11572
MH423803	ncbi-curated	ECSA	11547
MH423804	ncbi-curated	ECSA	11530
MH423805	ncbi-curated	ECSA	11515
MH423806	ncbi-curated	ECSA	11443
MH423807	ncbi-curated	ECSA	7052
MH423808	ncbi-curated	ECSA	7104
MH423809	ncbi-curated	ECSA	6762
MH423810	ncbi-curated	ECSA	10718
MH507158	ncbi-curated	ECSA	11467
MH636708	ncbi-curated	ECSA	11713
MH647180	ncbi-curated	ECSA	11650
MH647181	ncbi-curated	ECSA	11721
MH647182	ncbi-curated	ECSA	11650
MH647183	ncbi-curated	Asian	11671
MH647184	ncbi-curated	ECSA	11724
MH647185	ncbi-curated	Asian	11671
MH647186	ncbi-curated	ECSA	11650
MH647187	ncbi-curated	ECSA	11664
MH647188	ncbi-curated	ECSA	11650
MH647189	ncbi-curated	ECSA	11534
MH647190	ncbi-curated	ECSA	11650
MH647191	ncbi-curated	ECSA	11650
MH647192	ncbi-curated	ECSA	11650
MH647193	ncbi-curated	Asian	11671
MH647194	ncbi-curated	ECSA	11650
MH647195	ncbi-curated	ECSA	11625
MH647196	ncbi-curated	ECSA	11660
MH647197	ncbi-curated	ECSA	11650
MH647198	ncbi-curated	ECSA	11660
MH647199	ncbi-curated	ECSA	11650
MH647200	ncbi-curated	ECSA	11650
MH647201	ncbi-curated	ECSA	11650
MH647202	ncbi-curated	ECSA	11650
MH647203	ncbi-curated	ECSA	11668
MH647204	ncbi-curated	ECSA	11650
MH647205	ncbi-curated	ECSA	11509
MH647206	ncbi-curated	ECSA	11541
MH647207	ncbi-curated	ECSA	11650
MH647208	ncbi-curated	ECSA	11617
MH647209	ncbi-curated	ECSA	11709
MH647210	ncbi-curated	ECSA	11237
MH647211	ncbi-curated	ECSA	11237
MH647212	ncbi-curated	ECSA	11237
MH647213	ncbi-curated	ECSA	11237
MH647214	ncbi-curated	ECSA	11237
MH647215	ncbi-curated	ECSA	11237
MH647216	ncbi-curated	ECSA	11237
MH647217	ncbi-curated	ECSA	11237
MH647218	ncbi-curated	ECSA	11237
MH670649	ncbi-curated	Asian	11970
MH754507	ncbi-curated	ECSA	11508
MH823663	ncbi-curated	ECSA	11811
MH823664	ncbi-curated	ECSA	11811
MH823665	ncbi-curated	ECSA	11811
MH823666	ncbi-curated	ECSA	11811
MH823667	ncbi-curated	ECSA	11811
MH823668	ncbi-curated	ECSA	11811
MK028836	ncbi-curated	ECSA	11839
MK028838	ncbi-curated	ECSA	11824
MK028840	ncbi-curated	Asian	11918
MK040569	ncbi-curated	ECSA	11664
MK040570	ncbi-curated	ECSA	11660
MK040571	ncbi-curated	ECSA	11654
MK086029	ncbi-curated	ECSA	11811
MK120194	ncbi-curated	ECSA	11481
MK120195	ncbi-curated	ECSA	11468
MK120196	ncbi-curated	ECSA	11500
MK120197	ncbi-curated	ECSA	11382
MK120198	ncbi-curated	ECSA	11471
MK120199	ncbi-curated	ECSA	11534
MK120200	ncbi-curated	ECSA	11497
MK120201	ncbi-curated	ECSA	11406
MK120202	ncbi-curated	ECSA	11406
MK121891	ncbi-curated	ECSA	10135
MK121892	ncbi-curated	ECSA	9655
MK121893	ncbi-curated	ECSA	10135
MK121894	ncbi-curated	ECSA	9655
MK121895	ncbi-curated	ECSA	10135
MK121896	ncbi-curated	ECSA	10135
MK121897	ncbi-curated	ECSA	9379
MK121898	ncbi-curated	ECSA	10135
MK121899	ncbi-curated	ECSA	10135
MK121900	ncbi-curated	ECSA	10135
MK121901	ncbi-curated	ECSA	9655
MK121902	ncbi-curated	ECSA	10135
MK121903	ncbi-curated	ECSA	11171
MK121904	ncbi-curated	ECSA	11171
MK121905	ncbi-curated	ECSA	10429
MK121906	ncbi-curated	ECSA	11171
MK121907	ncbi-curated	ECSA	11181
MK121908	ncbi-curated	ECSA	10676
MK134712	ncbi-curated	Asian	10135
MK134713	ncbi-curated	Asian	10135
MK156053	ncbi-curated	ECSA	10534
MK156054	ncbi-curated	ECSA	10529
MK156055	ncbi-curated	ECSA	10529
MK156056	ncbi-curated	ECSA	10529
MK156057	ncbi-curated	ECSA	10818
MK156058	ncbi-curated	ECSA	10529
MK156059	ncbi-curated	ECSA	10529
MK156060	ncbi-curated	ECSA	10810
MK156061	ncbi-curated	ECSA	10529
MK156062	ncbi-curated	ECSA	10534
MK156063	ncbi-curated	ECSA	10534
MK156064	ncbi-curated	ECSA	10224
MK159123	ncbi-curated	ECSA	11264
MK159124	ncbi-curated	ECSA	11264
MK159125	ncbi-curated	ECSA	11459
MK159126	ncbi-curated	ECSA	11457
MK159127	ncbi-curated	ECSA	10875
MK163628	ncbi-curated	ECSA	11508
MK244632	ncbi-curated	ECSA	10529
MK244633	ncbi-curated	ECSA	10713
MK244634	ncbi-curated	ECSA	10529
MK244635	ncbi-curated	ECSA	10534
MK244636	ncbi-curated	ECSA	10713
MK244637	ncbi-curated	ECSA	10529
MK244638	ncbi-curated	ECSA	10529
MK244639	ncbi-curated	ECSA	10713
MK244640	ncbi-curated	ECSA	10708
MK244641	ncbi-curated	ECSA	10534
MK244642	ncbi-curated	ECSA	10529
MK244643	ncbi-curated	ECSA	10373
MK244644	ncbi-curated	ECSA	10674
MK244645	ncbi-curated	ECSA	10803
MK244646	ncbi-curated	ECSA	10674
MK244647	ncbi-curated	ECSA	10805
MK244648	ncbi-curated	ECSA	10373
MK244649	ncbi-curated	ECSA	10373
MK244650	ncbi-curated	ECSA	10373
MK244651	ncbi-curated	ECSA	10373
MK244652	ncbi-curated	ECSA	10853
MK244653	ncbi-curated	ECSA	10373
MK244654	ncbi-curated	ECSA	10376
MK244655	ncbi-curated	ECSA	10674
MK244656	ncbi-curated	ECSA	10674
MK286893	ncbi-curated	ECSA	11237
MK286894	ncbi-curated	ECSA	11237
MK286895	ncbi-curated	ECSA	11750
MK286897	ncbi-curated	ECSA	11682
MK286898	ncbi-curated	ECSA	11711
MK286899	ncbi-curated	ECSA	11748
MK370030	ncbi-curated	ECSA	11813
MK370031	ncbi-curated	ECSA	11801
MK370032	ncbi-curated	ECSA	11803
MK370033	ncbi-curated	ECSA	11812
MK468608	ncbi-curated	ECSA	11772
MK468609	ncbi-curated	ECSA	11323
MK468610	ncbi-curated	ECSA	11818
MK468611	ncbi-curated	ECSA	11808
MK468612	ncbi-curated	ECSA	11827
MK468613	ncbi-curated	ECSA	11822
MK468614	ncbi-curated	ECSA	11759
MK468615	ncbi-curated	ECSA	11830
MK468616	ncbi-curated	ECSA	11776
MK468617	ncbi-curated	ECSA	11806
MK468618	ncbi-curated	ECSA	11383
MK468619	ncbi-curated	ECSA	11810
MK468620	ncbi-curated	ECSA	11808
MK468621	ncbi-curated	ECSA	11536
MK468622	ncbi-curated	ECSA	11507
MK468623	ncbi-curated	ECSA	11296
MK468624	ncbi-curated	ECSA	10886
MK468625	ncbi-curated	ECSA	11282
MK468626	ncbi-curated	ECSA	11432
MK468627	ncbi-curated	ECSA	11552
MK468801	ncbi-curated	ECSA	11607
MK473621	ncbi-curated	ECSA	11779
MK473622	ncbi-curated	ECSA	11720
MK473623	ncbi-curated	ECSA	11684
MK473624	ncbi-curated	ECSA	11482
MK473625	ncbi-curated	ECSA	11708
MK473626	ncbi-curated	ECSA	11637
MK473627	ncbi-curated	ECSA	11764
MK473628	ncbi-curated	ECSA	11658
MK473629	ncbi-curated	ECSA	11331
MK473630	ncbi-curated	ECSA	11511
MK473631	ncbi-curated	ECSA	11279
MK473632	ncbi-curated	ECSA	11382
MK473633	ncbi-curated	ECSA	10975
MK473634	ncbi-curated	ECSA	11527
MK473635	ncbi-curated	ECSA	11642
MK473636	ncbi-curated	ECSA	11794
MK473637	ncbi-curated	ECSA	11680
MK473638	ncbi-curated	ECSA	11798
MK473639	ncbi-curated	ECSA	11131
MK473640	ncbi-curated	ECSA	11826
MK518340	ncbi-curated	ECSA	11397
MK518395	ncbi-curated	ECSA	11800
MK551552	ncbi-curated	ECSA	11405
MK551553	ncbi-curated	ECSA	11409
MK690206	ncbi-curated	ECSA	11532
MK752950	ncbi-curated	ECSA	8047
MK752951	ncbi-curated	ECSA	8765
MK752952	ncbi-curated	ECSA	8226
MK752953	ncbi-curated	ECSA	8776
MK752954	ncbi-curated	ECSA	8382
MK752955	ncbi-curated	ECSA	8601
MK752956	ncbi-curated	ECSA	9181
MK752957	ncbi-curated	ECSA	7745
MK752958	ncbi-curated	ECSA	9438
MK848202	ncbi-curated	ECSA	11063
MK935343	ncbi-curated	ECSA	11434
MK935344	ncbi-curated	ECSA	11787
MK993755	ncbi-curated	ECSA	11534
MK993756	ncbi-curated	ECSA	11704
MK993757	ncbi-curated	ECSA	11719
MN075149	ncbi-curated	ECSA	11805
MN075150	ncbi-curated	ECSA	11805
MN402883	ncbi-curated	ECSA	11793
MN402884	ncbi-curated	ECSA	11793
MN402885	ncbi-curated	ECSA	11793
MN402886	ncbi-curated	ECSA	11793
MN402887	ncbi-curated	ECSA	11793
MN402888	ncbi-curated	ECSA	11793
MN402889	ncbi-curated	ECSA	11793
MN402890	ncbi-curated	ECSA	11793
MN402891	ncbi-curated	ECSA	11793
MN402892	ncbi-curated	ECSA	11793
MN428504	ncbi-curated	ECSA	11201
MN428505	ncbi-curated	ECSA	10713
MN428506	ncbi-curated	ECSA	11192
MN428507	ncbi-curated	ECSA	10709
MN428508	ncbi-curated	ECSA	10710
MN428509	ncbi-curated	ECSA	11011
MN428510	ncbi-curated	ECSA	10709
MN428511	ncbi-curated	ECSA	10709
MN428512	ncbi-curated	ECSA	11192
MN428513	ncbi-curated	ECSA	10709
MN428514	ncbi-curated	ECSA	10422
MN428515	ncbi-curated	ECSA	11191
MN428516	ncbi-curated	ECSA	10709
MN428517	ncbi-curated	ECSA	10711
MN428518	ncbi-curated	ECSA	10712
MN428519	ncbi-curated	ECSA	10711
MN428520	ncbi-curated	ECSA	10711
MN428521	ncbi-curated	ECSA	10714
MN428522	ncbi-curated	ECSA	10709
MN428523	ncbi-curated	ECSA	10709
MN428524	ncbi-curated	ECSA	10711
MN428525	ncbi-curated	ECSA	10711
MN428526	ncbi-curated	ECSA	10711
MN428527	ncbi-curated	ECSA	10711
MN462638	ncbi-curated	Asian	11599
MN462639	ncbi-curated	Asian	11599
MN462640	ncbi-curated	Asian	11599
MN462641	ncbi-curated	Asian	11599
MN462642	ncbi-curated	Asian	11599
MN462643	ncbi-curated	Asian	11599
MN462644	ncbi-curated	Asian	11599
MN462645	ncbi-curated	Asian	11599
MN462646	ncbi-curated	Asian	11599
MN462647	ncbi-curated	Asian	11599
MN462648	ncbi-curated	Asian	11599
MN462649	ncbi-curated	Asian	11599
MN462650	ncbi-curated	Asian	11599
MN462651	ncbi-curated	Asian	11599
MN462652	ncbi-curated	Asian	11599
MN462653	ncbi-curated	Asian	11599
MN462654	ncbi-curated	Asian	11599
MN462655	ncbi-curated	Asian	11599
MN462656	ncbi-curated	Asian	11599
MN462657	ncbi-curated	Asian	11599
MN462658	ncbi-curated	Asian	11599
MN462659	ncbi-curated	Asian	11599
MN462660	ncbi-curated	Asian	11599
MN462661	ncbi-curated	Asian	11599
MN462662	ncbi-curated	Asian	11599
MN630017	ncbi-curated	ECSA	11812
MN756625	ncbi-curated	ECSA	11511
MN783352	ncbi-curated	ECSA	11731
MN783353	ncbi-curated	ECSA	11731
MN954552	ncbi-curated	ECSA	11408
MN974203	ncbi-curated	ECSA	11811
MN974204	ncbi-curated	ECSA	11811
MN974205	ncbi-curated	ECSA	11811
MN974206	ncbi-curated	ECSA	11811
MN974207	ncbi-curated	ECSA	11811
MN974208	ncbi-curated	ECSA	11811
MN974209	ncbi-curated	ECSA	11811
MN974210	ncbi-curated	ECSA	11811
MN974211	ncbi-curated	ECSA	11811
MN974212	ncbi-curated	ECSA	11811
MN974213	ncbi-curated	ECSA	11811
MN974214	ncbi-curated	ECSA	11785
MN974215	ncbi-curated	ECSA	11785
MN974216	ncbi-curated	ECSA	11785
MN974217	ncbi-curated	ECSA	11785
MN974218	ncbi-curated	ECSA	11785
MN974219	ncbi-curated	ECSA	11785
MN974220	ncbi-curated	ECSA	11785
MN974221	ncbi-curated	ECSA	11785
MN974222	ncbi-curated	ECSA	11785
MN974223	ncbi-curated	ECSA	11785
MN974224	ncbi-curated	ECSA	11376
MP174049	ncbi-curated	ECSA	11674
MP924195	ncbi-curated	ECSA	11674
MP925200	ncbi-curated	ECSA	11674
MT023791	ncbi-curated	ECSA	11253
MT038393	ncbi-curated	Asian	11149
MT038394	ncbi-curated	Asian	11149
MT038395	ncbi-curated	Asian	11149
MT038396	ncbi-curated	Asian	11149
MT038397	ncbi-curated	Asian	11149
MT038398	ncbi-curated	Asian	11149
MT038399	ncbi-curated	ECSA	11588
MT038400	ncbi-curated	ECSA	10534
MT038401	ncbi-curated	ECSA	11588
MT038402	ncbi-curated	ECSA	11646
MT038403	ncbi-curated	ECSA	11646
MT038404	ncbi-curated	Asian	10708
MT038405	ncbi-curated	Asian	10713
MT038406	ncbi-curated	Asian	10711
MT038407	ncbi-curated	Asian	10708
MT038408	ncbi-curated	Asian	10713
MT038409	ncbi-curated	Asian	10708
MT123008	ncbi-curated	ECSA	11787
MT123009	ncbi-curated	ECSA	11787
MT123010	ncbi-curated	ECSA	11787
MT150092	ncbi-curated	Asian	11182
MT150093	ncbi-curated	Asian	11182
MT150094	ncbi-curated	Asian	11182
MT150095	ncbi-curated	Asian	11182
MT150096	ncbi-curated	Asian	11182
MT150097	ncbi-curated	Asian	11182
MT150098	ncbi-curated	Asian	11182
MT150099	ncbi-curated	Asian	11182
MT150100	ncbi-curated	Asian	11182
MT228633	ncbi-curated	Asian	11884
MT349960	ncbi-curated	ECSA	11494
MT380146	ncbi-curated	ECSA	10616
MT380147	ncbi-curated	ECSA	10602
MT380148	ncbi-curated	ECSA	10637
MT380149	ncbi-curated	ECSA	10579
MT380150	ncbi-curated	ECSA	10632
MT380151	ncbi-curated	ECSA	10624
MT380152	ncbi-curated	ECSA	10592
MT380153	ncbi-curated	ECSA	10618
MT380154	ncbi-curated	ECSA	10630
MT380155	ncbi-curated	ECSA	10588
MT380156	ncbi-curated	ECSA	10575
MT380157	ncbi-curated	ECSA	10547
MT380158	ncbi-curated	ECSA	10554
MT380159	ncbi-curated	ECSA	10574
MT380160	ncbi-curated	ECSA	10659
MT380161	ncbi-curated	ECSA	11514
MT380162	ncbi-curated	ECSA	10564
MT495605	ncbi-curated	ECSA	11662
MT495606	ncbi-curated	ECSA	11712
MT495607	ncbi-curated	ECSA	11657
MT495608	ncbi-curated	ECSA	11662
MT526796	ncbi-curated	ECSA	10725
MT526797	ncbi-curated	ECSA	11343
MT526798	ncbi-curated	ECSA	11802
MT526799	ncbi-curated	ECSA	11788
MT526800	ncbi-curated	ECSA	11831
MT526801	ncbi-curated	ECSA	11792
MT526802	ncbi-curated	ECSA	11789
MT526803	ncbi-curated	ECSA	11788
MT526804	ncbi-curated	ECSA	11787
MT526805	ncbi-curated	ECSA	11785
MT526806	ncbi-curated	ECSA	11790
MT526807	ncbi-curated	ECSA	11797
MT526900	ncbi-curated	ECSA	11828
MT526901	ncbi-curated	ECSA	11790
MT526902	ncbi-curated	ECSA	11821
MT526903	ncbi-curated	ECSA	11506
MT526904	ncbi-curated	ECSA	11826
MT591083	ncbi-curated	Asian	11158
MT591084	ncbi-curated	Asian	11158
MT591085	ncbi-curated	Asian	11158
MT591086	ncbi-curated	Asian	11158
MT591087	ncbi-curated	Asian	11158
MT591088	ncbi-curated	Asian	11158
MT591089	ncbi-curated	Asian	11158
MT591090	ncbi-curated	Asian	11158
MT591091	ncbi-curated	Asian	11158
MT591092	ncbi-curated	Asian	11158
MT591093	ncbi-curated	Asian	11158
MT591094	ncbi-curated	Asian	11158
MT591095	ncbi-curated	Asian	11158
MT591096	ncbi-curated	Asian	11158
MT591097	ncbi-curated	Asian	11158
MT591098	ncbi-curated	Asian	11158
MT591099	ncbi-curated	Asian	11158
MT591100	ncbi-curated	Asian	11158
MT591101	ncbi-curated	Asian	11158
MT591102	ncbi-curated	Asian	11158
MT591103	ncbi-curated	Asian	11158
MT591104	ncbi-curated	Asian	11158
MT591105	ncbi-curated	Asian	11158
MT591106	ncbi-curated	Asian	11158
MT591107	ncbi-curated	Asian	11158
MT636907	ncbi-curated	ECSA	11531
MT636908	ncbi-curated	ECSA	11531
MT636909	ncbi-curated	ECSA	11531
MT636910	ncbi-curated	ECSA	11531
MT636911	ncbi-curated	ECSA	11531
MT636912	ncbi-curated	ECSA	11531
MT636913	ncbi-curated	ECSA	11531
MT636914	ncbi-curated	ECSA	11531
MT636915	ncbi-curated	ECSA	10428
MT636916	ncbi-curated	ECSA	11531
MT636917	ncbi-curated	ECSA	11531
MT636918	ncbi-curated	ECSA	11531
MT636919	ncbi-curated	ECSA	11531
MT636920	ncbi-curated	ECSA	11531
MT636921	ncbi-curated	ECSA	11531
MT636922	ncbi-curated	ECSA	11531
MT640255	ncbi-curated	ECSA	11644
MT640256	ncbi-curated	ECSA	11442
MT666071	ncbi-curated	ECSA	11561
MT666072	ncbi-curated	ECSA	11562
MT666073	ncbi-curated	ECSA	11562
MT668625	ncbi-curated	ECSA	11727
MT877206	ncbi-curated	ECSA	11149
MT877207	ncbi-curated	ECSA	11149
MT877208	ncbi-curated	ECSA	10858
MT877209	ncbi-curated	ECSA	10858
MT877210	ncbi-curated	ECSA	10858
MT877211	ncbi-curated	ECSA	11149
MT933029	ncbi-curated	ECSA	11197
MT933030	ncbi-curated	ECSA	11200
MT933031	ncbi-curated	ECSA	10422
MT933032	ncbi-curated	ECSA	11200
MT933033	ncbi-curated	ECSA	11199
MT933034	ncbi-curated	ECSA	11200
MT933035	ncbi-curated	ECSA	11199
MT933036	ncbi-curated	ECSA	11200
MT933037	ncbi-curated	ECSA	11191
MT933038	ncbi-curated	ECSA	11199
MT933039	ncbi-curated	ECSA	11210
MT933040	ncbi-curated	ECSA	11193
MT933041	ncbi-curated	ECSA	11201
MT933042	ncbi-curated	ECSA	11014
MT933043	ncbi-curated	ECSA	11011
MT933044	ncbi-curated	ECSA	11191
MT933045	ncbi-curated	ECSA	11198
MT933046	ncbi-curated	ECSA	11184
MT933047	ncbi-curated	ECSA	11199
MT933048	ncbi-curated	ECSA	10713
MT933049	ncbi-curated	ECSA	11200
MT933050	ncbi-curated	ECSA	11199
MT933051	ncbi-curated	ECSA	11193
MW042254	ncbi-curated	ECSA	11754
MW042255	ncbi-curated	ECSA	11826
MW110472	ncbi-curated	ECSA	11789
MW110473	ncbi-curated	ECSA	11789
MW110474	ncbi-curated	ECSA	11789
MW110475	ncbi-curated	ECSA	11789
MW110476	ncbi-curated	ECSA	11789
MW110477	ncbi-curated	ECSA	11789
MW161364	ncbi-curated	ECSA	11045
MW161365	ncbi-curated	ECSA	11237
MW161366	ncbi-curated	ECSA	11237
MW161367	ncbi-curated	ECSA	11237
MW161368	ncbi-curated	ECSA	11237
MW161369	ncbi-curated	ECSA	10554
MW161370	ncbi-curated	ECSA	11237
MW161371	ncbi-curated	ECSA	11084
MW161372	ncbi-curated	ECSA	11237
MW161373	ncbi-curated	ECSA	11237
MW161374	ncbi-curated	ECSA	9893
MW161375	ncbi-curated	ECSA	11237
MW161376	ncbi-curated	ECSA	10741
MW161377	ncbi-curated	ECSA	10618
MW161378	ncbi-curated	ECSA	10887
MW161379	ncbi-curated	ECSA	10717
MW161380	ncbi-curated	ECSA	11237
MW161381	ncbi-curated	ECSA	11234
MW161382	ncbi-curated	ECSA	11237
MW161383	ncbi-curated	ECSA	11237
MW161384	ncbi-curated	ECSA	11237
MW161385	ncbi-curated	ECSA	11237
MW161386	ncbi-curated	ECSA	10991
MW161387	ncbi-curated	ECSA	11237
MW161388	ncbi-curated	ECSA	11237
MW161389	ncbi-curated	ECSA	11237
MW161390	ncbi-curated	ECSA	10475
MW161391	ncbi-curated	ECSA	10661
MW161392	ncbi-curated	ECSA	11237
MW161393	ncbi-curated	ECSA	9448
MW161394	ncbi-curated	ECSA	10094
MW161395	ncbi-curated	ECSA	10853
MW161396	ncbi-curated	ECSA	11084
MW161397	ncbi-curated	ECSA	11018
MW161398	ncbi-curated	ECSA	10780
MW161399	ncbi-curated	ECSA	11087
MW161400	ncbi-curated	ECSA	11096
MW161401	ncbi-curated	ECSA	11237
MW161402	ncbi-curated	ECSA	11051
MW161403	ncbi-curated	ECSA	11237
MW161404	ncbi-curated	ECSA	10946
MW161405	ncbi-curated	ECSA	11170
MW161406	ncbi-curated	ECSA	11237
MW161407	ncbi-curated	ECSA	11237
MW161408	ncbi-curated	ECSA	11024
MW161409	ncbi-curated	ECSA	10533
MW161410	ncbi-curated	ECSA	11237
MW161411	ncbi-curated	ECSA	11237
MW161412	ncbi-curated	ECSA	11073
MW161413	ncbi-curated	ECSA	11237
MW161414	ncbi-curated	ECSA	11237
MW161415	ncbi-curated	ECSA	11237
MW161416	ncbi-curated	ECSA	10978
MW161417	ncbi-curated	ECSA	10634
MW161418	ncbi-curated	ECSA	11237
MW161419	ncbi-curated	ECSA	11237
MW161420	ncbi-curated	ECSA	10895
MW161421	ncbi-curated	ECSA	10552
MW161422	ncbi-curated	ECSA	10660
MW161423	ncbi-curated	ECSA	10307
MW161424	ncbi-curated	ECSA	9100
MW161425	ncbi-curated	ECSA	10418
MW161426	ncbi-curated	ECSA	9643
MW161427	ncbi-curated	ECSA	10669
MW161428	ncbi-curated	ECSA	10612
MW161429	ncbi-curated	ECSA	11029
MW161430	ncbi-curated	ECSA	10974
MW161431	ncbi-curated	ECSA	11229
MW161432	ncbi-curated	ECSA	10660
MW161433	ncbi-curated	ECSA	11065
MW161434	ncbi-curated	ECSA	10909
MW161435	ncbi-curated	ECSA	11035
MW161436	ncbi-curated	ECSA	10984
MW161437	ncbi-curated	ECSA	11083
MW161438	ncbi-curated	ECSA	10696
MW161439	ncbi-curated	ECSA	10525
MW161440	ncbi-curated	ECSA	11220
MW161441	ncbi-curated	ECSA	11235
MW161442	ncbi-curated	ECSA	10922
MW161443	ncbi-curated	ECSA	10783
MW161444	ncbi-curated	ECSA	10624
MW161445	ncbi-curated	ECSA	10070
MW161446	ncbi-curated	ECSA	10669
MW161447	ncbi-curated	ECSA	11026
MW161448	ncbi-curated	ECSA	11086
MW161449	ncbi-curated	ECSA	11023
MW161450	ncbi-curated	ECSA	11008
MW161451	ncbi-curated	ECSA	10909
MW161452	ncbi-curated	ECSA	10859
MW161453	ncbi-curated	ECSA	10924
MW161454	ncbi-curated	ECSA	10895
MW161455	ncbi-curated	ECSA	10965
MW161456	ncbi-curated	ECSA	10937
MW161457	ncbi-curated	ECSA	11088
MW161458	ncbi-curated	ECSA	11065
MW161459	ncbi-curated	ECSA	10670
MW161460	ncbi-curated	ECSA	10843
MW248363	ncbi-curated	ECSA	11812
MW248364	ncbi-curated	ECSA	11779
MW260512	ncbi-curated	ECSA	11072
MW260513	ncbi-curated	ECSA	11182
MW260514	ncbi-curated	ECSA	10983
MW260515	ncbi-curated	ECSA	11013
MW260516	ncbi-curated	ECSA	11019
MW260517	ncbi-curated	ECSA	10998
MW260518	ncbi-curated	ECSA	11264
MW260519	ncbi-curated	ECSA	11210
MW281311	ncbi-curated	ECSA	11726
MW291576	ncbi-curated	ECSA	11812
MW321606	ncbi-curated	ECSA	11805
MW349426	ncbi-curated	ECSA	11423
MW473668	ncbi-curated	Asian	11992
MW507584	ncbi-curated	ECSA	11420
MW507585	ncbi-curated	ECSA	11148
MW507586	ncbi-curated	ECSA	11334
MW507587	ncbi-curated	ECSA	11229
MW507590	ncbi-curated	ECSA	11094
MW507591	ncbi-curated	ECSA	10834
MW557660	ncbi-curated	ECSA	11737
MW557661	ncbi-curated	ECSA	11716
MW574902	ncbi-curated	ECSA	11811
MW581862	ncbi-curated	ECSA	11805
MW581863	ncbi-curated	ECSA	11827
MW581864	ncbi-curated	ECSA	11814
MW581865	ncbi-curated	ECSA	11819
MW581866	ncbi-curated	ECSA	11820
MW581867	ncbi-curated	ECSA	11816
MW581868	ncbi-curated	ECSA	11824
MW581869	ncbi-curated	ECSA	11817
MW581870	ncbi-curated	ECSA	11814
MW581871	ncbi-curated	ECSA	11815
MW581872	ncbi-curated	ECSA	11816
MW581873	ncbi-curated	ECSA	11818
MW581874	ncbi-curated	ECSA	11823
MW581875	ncbi-curated	ECSA	11820
MW581876	ncbi-curated	ECSA	11822
MW581877	ncbi-curated	ECSA	11820
MW581878	ncbi-curated	ECSA	11820
MW581879	ncbi-curated	ECSA	11825
MW581880	ncbi-curated	ECSA	11820
MW581881	ncbi-curated	ECSA	11808
MW581882	ncbi-curated	ECSA	11818
MW581883	ncbi-curated	ECSA	11825
MW581884	ncbi-curated	ECSA	11825
MW581885	ncbi-curated	ECSA	11822
MW588418	ncbi-curated	AL_CHIKV_ECSA	11743
MW588419	ncbi-curated	AL_CHIKV_ECSA	11743
MW759070	ncbi-curated	ECSA	11605
MZ443813	ncbi-curated	ECSA	11772
MZ443814	ncbi-curated	ECSA	11772
MZ443815	ncbi-curated	ECSA	11772
MZ443816	ncbi-curated	ECSA	11772
MZ703085	ncbi-curated	ECSA	11780
MZ703086	ncbi-curated	ECSA	11709
OF451347	ncbi-curated	ECSA	11494
OF451348	ncbi-curated	ECSA	11494
OK139083	ncbi-curated	ECSA	11298
OK299098	ncbi-curated	ECSA	11771
OK299099	ncbi-curated	ECSA	11764
OK562599	ncbi-curated	ECSA	11794
OK562600	ncbi-curated	ECSA	11848
OK562601	ncbi-curated	ECSA	11776
OK562602	ncbi-curated	ECSA	11669
OK562603	ncbi-curated	ECSA	10174
OK655882	ncbi-curated	Asian	7515
OK655883	ncbi-curated	Asian	11772
OK655884	ncbi-curated	Asian	11849
OL343608	ncbi-curated	Asian	10406
OL343609	ncbi-curated	Asian	9779
OL343610	ncbi-curated	Asian	11764
OL343611	ncbi-curated	Asian	10785
OL343613	ncbi-curated	Asian	10292
OL343614	ncbi-curated	Asian	11875
OL343615	ncbi-curated	Asian	11623
OL343616	ncbi-curated	Asian	10697
OL343617	ncbi-curated	Asian	9347
OL589270	ncbi-curated	ECSA	11786
OL705486	ncbi-curated	ECSA	11799
OL741630	ncbi-curated	ECSA	11802
OL741631	ncbi-curated	ECSA	11784
OL741632	ncbi-curated	ECSA	11606
OL840905	ncbi-curated	ECSA	11786
OL840906	ncbi-curated	ECSA	11786
OL840907	ncbi-curated	ECSA	11436
OL849990	ncbi-curated	ECSA	11606
OL849991	ncbi-curated	ECSA	11606
OL893105	ncbi-curated	ECSA	11780
OL893106	ncbi-curated	ECSA	11803
OL893107	ncbi-curated	ECSA	11778
OL898663	ncbi-curated	ECSA	11824
OL898664	ncbi-curated	ECSA	11678
OL898665	ncbi-curated	ECSA	11827
OL898666	ncbi-curated	ECSA	11675
OL898667	ncbi-curated	ECSA	11626
OL898668	ncbi-curated	ECSA	11675
OL898669	ncbi-curated	ECSA	11746
OL898670	ncbi-curated	ECSA	11821
OL898671	ncbi-curated	ECSA	11677
OL898672	ncbi-curated	ECSA	11717
